,month_of_crash,day_of_week,hour_of_crash,manner_of_collision,light_condition,land_use,latitude,longitude,atmospheric_conditions_1,number_of_drunk_drivers,number_of_fatalities
10459,9,1,1,0,2,1,46.97776667,-122.35790556,1,1,1
10460,12,6,18,0,2,1,33.82035833,-82.26079167,1,0,1
10461,7,7,13,0,1,1,34.59031111,-82.22311389,1,0,1
10462,4,1,17,0,1,1,33.99211389,-79.98984167,1,1,1
10463,6,7,20,0,5,1,39.27362778,-90.19993333,1,1,1
10464,8,5,23,0,2,1,34.72721667,-82.33114722,1,1,1
10465,6,2,0,0,3,1,45.1324,-88.43689167,1,1,1
10466,10,2,21,0,2,1,40.28053889,-78.24766111,1,0,1
10467,10,1,22,0,2,1,33.5983,-79.33251111,1,0,1
10468,2,7,1,0,2,1,31.16181944,-83.33945278,1,1,1
10469,4,7,21,0,2,1,34.116825,-79.38535833,1,0,1
10470,3,3,21,0,2,1,34.38049722,-80.21119167,1,1,1
10471,6,7,20,0,1,2,34.10684722,-81.32776111,1,1,1
10472,7,4,4,0,2,1,32.4663,-81.02290278,1,1,1
10473,1,1,14,0,1,1,31.19783056,-90.992575,1,0,1
10474,3,2,17,0,1,1,33.13093611,-85.494525,1,0,1
10475,1,1,16,0,1,1,40.45647222,-87.99088889,1,1,1
10476,11,7,1,0,2,1,33.36913889,-79.91701944,1,0,1
10477,11,1,0,0,2,1,34.31258056,-80.76056111,1,1,1
10478,11,3,1,0,2,1,33.87038056,-79.0858,1,1,1
10479,4,7,13,0,1,2,40.376675,-76.00527222,1,1,1
10480,7,4,6,0,4,1,32.89078889,-80.26383611,1,0,1
10481,7,6,3,0,2,1,37.68158333,-93.08847222,1,1,1
10482,1,7,4,0,6,1,33.148175,-80.14661667,1,1,1
10483,12,6,23,0,2,2,39.01735278,-94.85387778,12,0,1
10484,4,2,0,0,2,2,33.85746111,-81.80818056,1,0,1
10485,5,6,20,0,3,1,30.98529722,-88.32483333,1,0,1
10486,7,4,15,0,1,1,34.21768333,-93.64740833,1,0,1
10487,9,6,12,0,1,1,39.78259444,-119.68391111,1,0,1
10488,8,7,8,0,1,2,33.2737,-81.95659167,1,0,1
10489,10,7,1,0,3,2,38.509,-77.04034167,1,1,1
10490,3,3,19,0,2,1,35.14426667,-77.754325,1,1,1
10491,8,2,3,0,2,1,36.02901667,-76.98354444,1,1,1
10492,3,1,23,0,2,1,35.03061111,-80.529325,1,1,1
10493,12,4,18,0,2,1,35.51119444,-78.24581667,1,0,1
10494,9,2,13,0,1,1,35.46396111,-81.37328889,1,0,1
10495,5,7,17,0,1,1,34.63951667,-79.09246389,1,0,1
10496,12,5,9,0,1,1,34.80548333,-79.18566944,1,0,1
10497,10,7,0,0,2,1,34.77223333,-78.61352222,1,1,1
10498,11,2,14,0,1,1,34.53554167,-78.07209722,1,0,1
10499,6,7,19,0,1,2,36.25687778,-80.36743056,1,1,1
10500,5,2,0,0,2,1,35.907475,-79.779375,1,0,1
10501,5,7,20,0,2,1,35.89334722,-78.33998056,1,1,2
10502,5,3,0,0,2,1,34.98463611,-80.37363889,1,1,1
10503,9,5,1,0,2,1,32.36405278,-88.62066389,1,0,1
10504,2,2,23,0,2,1,41.43228056,-89.21304444,1,1,1
10505,10,2,5,0,2,1,34.85619167,-87.75882222,1,0,1
10506,3,5,3,0,2,1,33.72003056,-79.45195,1,1,1
10507,4,6,20,0,2,1,44.60536667,-92.54235556,1,1,1
10508,1,5,4,0,2,1,34.87481944,-86.98070556,1,0,2
10509,10,4,18,0,2,1,37.56275556,-84.28740833,1,1,1
10510,8,3,1,0,2,1,33.76665278,-80.40663056,1,0,1
10511,12,7,10,0,1,2,41.05569444,-86.53760833,1,1,1
10512,7,7,20,0,2,1,44.45111667,-123.275775,1,1,2
10513,11,1,4,0,2,1,34.88768889,-88.61182222,1,0,1
10514,6,5,19,0,1,2,35.91331944,-83.63021111,1,0,1
10515,9,6,22,0,2,1,36.85562222,-84.39055556,1,0,1
10516,3,1,5,0,4,1,34.40848056,-89.801,1,1,1
10517,8,4,4,0,2,1,32.57496111,-86.01161944,1,0,1
10518,10,3,22,0,2,1,38.255525,-75.50065556,1,0,1
10519,10,1,4,0,2,1,31.31075278,-86.03361389,1,1,1
10520,12,6,3,0,2,1,35.03731944,-88.44706944,1,1,1
10521,11,5,6,0,1,2,44.25091944,-70.03165,1,0,1
10522,3,2,13,0,1,2,32.44672778,-93.70024444,1,0,1
10523,7,6,16,0,1,1,44.75572778,-91.58111667,1,0,2
10524,7,6,7,0,1,1,42.931375,-88.71896389,1,0,1
10525,7,7,11,0,1,1,34.56768056,-81.956425,1,0,1
10526,8,3,20,0,1,1,34.21889444,-81.32465833,1,1,1
10527,2,7,16,0,1,1,33.979825,-80.52531667,1,1,1
10528,10,7,5,0,2,1,36.65838889,-89.71038889,1,0,1
10529,4,6,7,0,2,1,32.31040556,-81.49793056,1,0,1
10530,11,7,3,0,2,1,32.21724722,-82.68038056,1,1,1
10531,8,5,6,0,9,1,39.84640556,-87.12388889,1,0,1
10532,9,7,21,0,2,1,39.80452778,-91.95477778,1,0,2
10533,8,4,23,0,2,1,40.60577778,-78.35266944,1,1,1
10534,7,6,21,0,3,1,35.65027222,-91.08134722,1,1,1
10535,6,7,8,0,1,1,31.87128611,-81.42453333,1,0,1
10536,6,7,0,0,2,1,41.70943056,-84.00408611,1,0,1
10537,6,5,22,0,2,1,32.90343611,-91.76709722,1,1,1
10538,10,4,11,0,1,1,32.34166389,-85.40117222,1,0,1
10539,1,2,18,0,2,1,38.91074722,-82.63566389,1,1,1
10540,8,4,5,0,2,1,36.52991667,-90.74591667,1,1,1
10541,8,5,21,0,2,1,33.76392778,-79.43039722,1,1,1
10542,5,5,17,0,1,1,47.45866944,-100.71648889,1,0,1
10543,9,4,17,0,1,1,37.96919444,-92.62327778,1,1,1
10544,1,4,1,0,2,2,34.01705833,-80.44639722,1,1,1
10545,2,6,2,0,6,2,34.85126944,-82.48345,1,1,1
10546,10,7,11,0,1,1,38.69316667,-91.25280556,1,0,1
10547,2,5,12,0,1,1,34.64966944,-79.60215278,1,0,1
10548,6,7,11,0,1,1,42.59406667,-103.83390833,1,0,1
10549,9,4,6,0,2,1,36.05577778,-89.86652778,1,0,1
10550,3,7,0,0,2,1,39.26088889,-92.70013889,1,0,1
10551,6,4,22,0,2,1,36.75955278,-85.79310278,1,0,1
10552,8,7,3,0,2,1,35.18528889,-86.16241111,1,0,1
10553,9,7,16,0,1,1,39.176425,-79.91374722,1,0,2
10554,7,2,21,0,5,1,36.07708889,-82.82228056,1,0,1
10555,8,5,10,0,1,1,32.9355,-100.48853056,2,0,1
10556,12,2,3,0,2,1,35.21394167,-79.37675,2,0,1
10557,10,6,22,0,2,1,34.50930556,-77.48260833,2,1,1
10558,5,5,16,0,1,1,34.28638889,-78.13971389,2,0,1
10559,6,3,9,0,1,1,35.62710556,-77.05721389,10,0,1
10560,9,6,10,0,1,1,35.81846111,-77.25194444,10,0,1
10561,5,2,18,0,1,1,33.70983056,-79.95366944,10,1,1
10562,9,1,15,0,1,2,44.18377222,-88.27379444,10,1,1
10563,8,1,13,0,1,2,37.75179167,-87.05325,10,1,1
10564,7,7,13,0,1,1,34.78096944,-83.87966944,10,0,1
10565,9,7,21,0,2,1,44.95097778,-123.26855833,2,0,1
10566,12,3,5,0,2,2,38.76083333,-76.92338889,2,0,1
10567,8,6,13,0,1,1,40.81291111,-84.261825,10,0,2
10568,5,7,21,0,2,1,33.96685556,-79.82704722,10,1,1
10569,7,1,1,0,2,1,33.36081389,-90.37110278,10,1,1
10570,1,1,99,0,9,1,45.56942222,-92.17000556,10,1,1
10571,11,7,17,0,5,1,40.36059444,-85.67159722,10,0,1
10572,5,7,5,0,2,1,38.69628889,-97.41754722,98,1,1
10573,3,7,3,0,2,1,37.74458889,-83.63083333,5,1,1
10574,1,7,99,0,2,1,44.26418056,-123.23021944,5,0,2
10575,6,1,19,0,1,1,39.23246944,-98.15356667,98,1,1
10576,3,7,18,0,1,1,38.60841944,-95.49938056,98,0,1
10577,3,4,21,0,2,1,38.43055556,-79.06888889,98,0,1
10578,6,1,3,0,6,1,37.45115,-77.36588889,98,1,1
10579,8,4,23,0,2,1,37.53688056,-75.85956944,98,0,1
10580,4,3,3,0,2,1,33.88078056,-80.68855556,2,1,1
10581,9,2,5,0,4,1,34.14534722,-79.20809167,2,0,1
10582,6,2,2,0,6,2,34.84366667,-82.55368889,2,0,1
10583,12,2,11,0,1,1,36.64483333,-90.7965,2,0,1
10584,2,2,8,0,1,1,41.14448333,-87.20900556,2,0,1
10585,3,1,18,0,1,1,32.593975,-82.02293889,2,1,1
10586,4,5,15,0,1,1,31.13092222,-91.51971389,2,0,1
10587,7,4,4,0,2,1,32.86455278,-81.64383056,2,0,1
10588,3,4,19,0,2,1,34.00908611,-94.34030278,2,1,1
10589,9,7,12,0,1,1,44.32161389,-89.97272222,2,0,1
10590,12,6,19,0,2,1,39.47980556,-84.64325,2,1,1
10591,7,7,6,0,2,1,46.64411667,-93.080325,5,1,1
10592,8,4,0,0,2,1,40.40293611,-81.06616389,5,1,1
10593,2,5,11,0,1,1,39.24388889,-79.13556111,8,0,1
10594,1,7,4,0,2,1,34.73884444,-80.40956667,11,1,1
10595,2,7,16,0,1,2,34.53441667,-93.03493611,8,1,1
10596,6,7,1,0,2,1,35.72781944,-78.46301111,8,1,2
10597,2,2,99,0,9,2,44.87064444,-92.61040833,99,0,1
10598,5,4,16,0,1,1,44.32569722,-88.58970278,10,0,1
10599,7,2,22,0,2,1,34.42492778,-86.72051111,10,0,1
10600,11,2,11,0,1,1,34.62815833,-86.91468611,10,0,1
10601,5,4,13,0,1,1,44.04816111,-69.50643333,10,1,1
10602,12,2,9,0,1,1,29.91500833,-81.38111667,10,0,1
10603,1,7,15,0,1,1,27.45833333,-81.67638889,10,0,1
10604,8,4,12,0,1,1,33.91065833,-80.93851389,10,0,1
10605,8,7,9,0,1,1,38.72994444,-94.37544444,10,0,1
10606,7,3,9,0,1,1,38.32630556,-90.965,10,0,1
10607,1,4,13,0,1,1,35.9279,-96.5822,10,0,1
10608,6,3,0,0,2,1,33.07648889,-82.06818056,10,1,1
10609,12,1,5,0,2,1,32.21393889,-84.5231,10,1,1
10610,7,2,14,0,1,1,41.218725,-83.78488333,10,0,1
10611,10,1,16,0,1,1,39.85789444,-81.03264444,10,0,1
10612,3,7,8,0,1,1,32.02250556,-84.39896667,10,0,1
10613,6,5,14,0,1,1,39.41442222,-82.61795556,10,0,1
10614,9,5,19,0,1,1,34.7554,-97.2035,10,1,1
10615,6,1,19,0,1,1,39.38514444,-84.73971389,10,0,1
10616,1,7,12,0,1,1,34.81452222,-81.62099444,10,1,1
10617,11,7,0,0,2,1,39.44655278,-81.812575,10,1,1
10618,1,6,14,0,1,1,30.85392222,-88.96499722,10,0,1
10619,12,4,15,0,1,1,33.59281389,-89.01860833,10,0,1
10620,6,4,15,0,1,1,44.58644722,-92.38133889,10,0,1
10621,1,6,5,0,2,1,32.99585556,-83.89671667,10,0,1
10622,1,5,19,0,2,1,39.62586944,-84.70254167,10,0,1
10623,10,1,3,0,2,1,40.87910278,-80.60116667,10,1,1
10624,5,1,14,0,1,1,36.9109,-95.8098,10,0,1
10625,11,6,9,0,1,2,39.52721111,-84.27504444,10,0,1
10626,1,6,15,0,1,1,32.67839167,-81.09331111,10,1,1
10627,11,2,12,0,1,1,37.0115,-93.04605556,10,0,1
10628,3,7,15,0,1,1,37.25886111,-82.45773056,10,0,1
10629,3,1,1,0,3,2,34.59438056,-98.34148889,10,1,1
10630,12,7,22,0,2,1,46.042325,-84.09226389,10,1,1
10631,5,1,23,0,2,2,32.99619444,-80.23813056,10,1,1
10632,10,5,17,0,2,2,42.99214722,-85.02715833,10,1,1
10633,7,2,20,0,1,1,35.90290833,-78.36956667,10,0,1
10634,4,3,19,0,1,1,42.53708056,-85.73212778,10,1,1
10635,7,6,16,0,1,1,42.04650833,-75.45401944,1,0,1
10636,11,1,21,0,2,1,30.89415,-85.65575,1,0,1
10637,8,5,2,0,2,1,40.19308056,-85.16412778,1,0,1
10638,11,7,99,0,2,1,43.13907778,-88.57526389,1,1,1
10639,12,6,5,0,2,1,33.54671667,-86.1261,1,0,1
10640,10,1,1,0,2,1,33.73443056,-80.33901944,1,1,1
10641,3,2,16,0,1,2,27.90401389,-81.84625,1,0,1
10642,11,1,11,0,1,2,38.58278333,-90.18029444,1,0,1
10643,5,2,18,0,5,1,30.91880556,-85.96115,1,0,1
10644,8,4,17,0,5,1,38.14955,-84.53476111,1,0,1
10645,8,1,18,0,1,1,32.90115833,-80.90017778,1,0,1
10646,6,5,8,0,1,1,31.574525,-81.96055556,1,0,1
10647,1,5,13,0,1,1,39.15744722,-86.30621667,1,0,1
10648,4,2,16,0,1,1,34.44825833,-86.75963611,1,0,1
10649,9,4,16,0,1,1,33.58735,-86.12543889,1,0,1
10650,7,6,14,0,1,1,32.96969444,-80.30413611,1,0,1
10651,8,5,16,0,1,1,37.84995556,-120.584625,1,0,1
10652,11,4,15,0,1,1,34.46935,-84.610925,1,0,1
10653,7,3,9,0,1,1,41.33658611,-103.664375,1,0,1
10654,6,7,7,0,1,1,33.89334167,-79.85720278,1,1,1
10655,5,2,15,0,1,1,43.10567222,-88.36219444,1,0,1
10656,1,2,1,0,2,2,32.57968333,-89.99503333,1,1,1
10657,4,6,23,0,6,1,33.84163611,-81.23097222,1,1,1
10658,9,1,0,0,2,1,34.8115,-80.38023056,1,0,1
10659,6,1,3,0,2,1,33.652425,-80.69516944,1,1,1
10660,12,4,17,0,6,1,33.73966111,-79.461325,1,1,1
10661,5,1,1,0,6,1,32.89199444,-80.32995278,1,1,1
10662,5,2,14,0,1,1,30.36357778,-91.4036,1,0,1
10663,4,2,17,0,1,1,37.11005278,-84.74996389,1,1,1
10664,1,3,6,0,4,1,35.13482222,-81.23116111,1,0,1
10665,4,1,18,0,1,1,40.22130278,-76.44686111,1,0,1
10666,4,3,11,0,1,1,34.67160278,-80.63143056,1,0,2
10667,6,3,11,0,1,1,36.73886111,-83.06098056,98,0,1
10668,12,2,19,0,2,1,36.945325,-79.484025,98,1,1
10669,12,7,15,0,1,1,36.4525,-95.5032,98,0,1
10670,5,2,7,0,1,1,36.8177,-79.24476111,98,0,1
10671,2,1,4,0,2,2,33.01666111,-83.33816944,1,1,1
10672,4,3,3,0,2,2,28.72061667,-81.31967222,1,1,1
10673,12,7,4,0,2,1,41.47799444,-80.50709167,4,1,1
10674,12,5,4,0,2,1,48.33286944,-119.68135278,4,0,1
10675,10,5,20,0,2,1,42.88682778,-76.64429444,1,0,1
10676,10,7,13,0,1,1,36.75319167,-84.72939444,1,0,1
10677,11,5,9,0,1,1,35.76143889,-86.16721944,1,0,1
10678,10,7,7,0,2,1,41.55757222,-90.29336389,1,1,1
10679,9,7,4,0,2,1,37.12190556,-83.77587778,1,0,1
10680,4,7,4,0,2,1,41.12693333,-89.31384167,1,1,1
10681,6,7,99,0,2,1,36.2285,-87.54606111,1,1,1
10682,6,2,5,0,2,1,37.96715556,-85.5884,1,0,1
10683,11,7,3,0,2,1,38.23993889,-85.93227222,1,1,1
10684,8,3,10,0,1,1,38.21938889,-93.70363889,1,0,1
10685,10,7,11,0,1,1,35.43738889,-89.74426944,1,0,1
10686,4,7,10,0,1,1,40.56486389,-86.53418889,1,0,1
10687,7,5,10,0,1,1,34.6444,-94.4621,1,0,1
10688,6,1,12,0,1,1,36.40761944,-93.56183056,1,0,1
10689,9,6,16,0,1,1,30.40724167,-91.98596944,1,0,1
10690,4,5,18,0,1,1,35.34775,-86.02306944,1,0,1
10691,5,1,11,0,1,1,34.84166389,-92.76770278,1,0,1
10692,2,6,2,0,2,1,37.07847222,-92.41358333,1,0,1
10693,7,7,17,0,1,1,34.97695556,-85.91458056,1,1,1
10694,6,4,12,0,1,1,40.043575,-87.23977222,1,0,1
10695,6,2,16,0,1,1,44.45832222,-91.58096667,1,0,1
10696,7,6,0,0,2,1,41.23555556,-81.14666667,1,1,1
10697,8,6,5,0,2,1,33.01294722,-83.70218611,1,0,1
10698,9,4,19,0,2,2,34.35707778,-78.89067778,1,1,1
10699,8,5,14,0,1,1,37.07936111,-91.85397222,1,0,1
10700,6,7,16,0,1,1,40.05990278,-77.86562222,1,0,1
10701,11,2,13,0,1,1,37.61580278,-85.50377222,1,0,1
10702,7,7,10,0,1,1,30.90473889,-84.00615556,1,0,1
10703,4,3,18,0,1,1,30.40143333,-92.25752222,1,0,1
10704,3,4,11,0,1,1,34.94955833,-84.77694167,1,0,1
10705,5,4,17,0,1,1,34.97095833,-89.68903889,1,0,1
10706,7,1,12,0,1,1,36.18245,-88.77181944,1,0,1
10707,7,6,17,0,1,1,42.56839444,-88.14980833,1,0,1
10708,2,7,13,0,1,1,30.92607778,-82.78477222,1,0,1
10709,6,1,20,0,1,1,41.62312778,-80.00610833,1,0,1
10710,1,7,0,0,3,2,41.99750556,-88.101275,1,1,1
10711,9,2,19,0,1,1,45.11425833,-123.17414444,1,1,1
10712,5,4,17,0,1,2,41.36717222,-82.51368611,1,0,1
10713,5,4,19,0,1,1,39.43678889,-83.41953333,1,0,1
10714,9,2,14,0,1,2,34.74113611,-82.41487222,1,0,1
10715,12,4,7,0,1,1,42.22772778,-79.87114444,1,0,1
10716,9,1,15,0,1,1,41.05463611,-86.77719722,1,1,1
10717,5,3,19,0,1,1,36.24201944,-82.70486111,1,1,1
10718,12,2,11,0,1,1,39.70125833,-83.61113333,1,1,1
10719,4,7,19,0,1,1,40.01152778,-80.51135556,1,1,1
10720,10,7,13,0,1,1,33.91243889,-79.76201944,1,0,1
10721,3,4,17,0,1,1,33.69687778,-85.26393333,1,0,1
10722,4,3,19,0,1,1,40.77127222,-75.17848056,1,1,1
10723,11,1,99,0,9,1,48.19883889,-97.86048333,1,1,1
10724,8,3,1,0,2,1,41.57154444,-89.12807778,1,0,1
10725,5,4,19,0,1,2,35.01946389,-80.98918333,1,1,1
10726,1,6,13,0,1,2,33.56921111,-81.781225,1,0,1
10727,9,4,12,0,1,2,34.89065556,-80.96433889,1,0,1
10728,10,7,22,0,2,1,39.83978889,-82.31278056,1,1,1
10729,6,7,0,0,2,1,41.54461944,-80.11606111,1,1,1
10730,1,3,21,0,2,1,44.35646389,-122.84848611,2,0,1
10731,2,6,12,0,1,2,42.02643611,-71.49068611,10,0,1
10732,12,6,11,0,1,1,38.30319444,-92.92413889,8,1,1
10733,3,1,99,0,2,2,37.34000556,-120.58965,2,1,1
10734,10,6,0,0,3,1,40.51413889,-122.03149722,2,0,1
10735,2,4,19,0,2,2,29.49213611,-94.99115833,1,0,1
10736,4,5,18,0,1,1,32.90090833,-96.36766389,1,0,1
10737,2,4,1,0,3,2,37.24100833,-121.79770278,1,0,1
10738,7,1,7,0,1,1,30.75240278,-95.6447,1,0,1
10739,5,4,14,0,1,1,29.12375,-98.59169444,1,0,1
10740,3,4,23,0,2,1,31.92071389,-102.63429167,1,0,1
10741,11,6,2,0,2,1,31.48597778,-106.13948889,1,1,1
10742,7,6,1,0,6,2,30.01851111,-99.126175,1,1,1
10743,10,6,4,0,3,2,43.05331667,-76.10834167,1,1,1
10744,8,7,0,0,3,2,37.18054444,-93.23299722,1,0,1
10745,7,5,16,0,1,1,36.72318056,-119.28493333,1,0,1
10746,5,5,2,0,2,2,38.98472778,-84.68718333,1,1,1
10747,12,6,20,0,3,2,39.37714722,-84.45479722,1,0,1
10748,4,1,12,0,1,2,40.66094444,-111.51158333,1,0,1
10749,9,5,5,0,2,1,35.74377778,-82.95311111,1,0,1
10750,9,5,1,0,2,1,27.75982778,-98.21671111,1,1,1
10751,12,5,21,0,2,1,35.93039444,-81.39738889,1,0,1
10752,12,7,4,0,2,1,33.05131111,-84.11348333,1,1,1
10753,8,5,0,0,2,1,36.47344444,-119.15246667,1,0,1
10754,2,6,12,0,1,1,34.96768611,-81.45071389,1,0,2
10755,3,1,10,0,1,1,30.22063333,-91.86964444,1,0,1
10756,6,7,22,0,2,2,38.61621944,-77.07370833,1,0,1
10757,8,7,13,0,1,2,35.25326667,-113.97638889,1,0,1
10758,6,7,3,0,2,1,33.73918889,-81.26190833,1,1,1
10759,8,6,99,0,1,1,39.04867778,-123.25074167,1,0,1
10760,3,6,14,0,1,2,35.88403889,-85.08746944,1,0,1
10761,7,7,18,0,1,1,30.32668889,-96.919775,1,0,1
10762,2,5,1,0,3,2,39.530475,-75.04392222,1,1,1
10763,7,7,5,0,2,1,31.57550278,-84.30627222,1,0,1
10764,11,4,23,0,3,2,29.56668333,-95.06239722,1,1,1
10765,6,7,13,0,1,1,33.98403056,-114.06573056,1,0,1
10766,5,5,23,0,2,2,33.84728056,-78.62763889,1,0,1
10767,3,3,2,0,2,2,34.78120278,-82.50986111,1,0,1
10768,11,5,12,0,1,1,38.43003056,-89.57089167,1,0,1
10769,12,4,9,0,1,1,38.28146111,-81.19156111,1,0,1
10770,10,1,0,0,2,1,38.55380556,-92.42669444,1,1,1
10771,11,4,5,0,2,1,39.73313889,-94.64213889,1,0,1
10772,11,4,5,0,2,1,36.33475833,-93.02319444,1,0,1
10773,5,1,2,0,2,1,46.28216944,-119.49415556,1,1,1
10774,4,2,0,0,2,1,30.05128889,-92.02368889,1,1,1
10775,11,4,15,0,1,1,37.15016111,-84.573825,1,1,1
10776,1,7,9,0,1,1,34.6515,-97.0869,1,0,1
10777,3,5,10,0,1,1,38.88336944,-85.88687222,1,0,1
10778,9,3,18,0,1,1,35.05283889,-86.44103056,1,1,2
10779,6,2,1,0,3,2,40.07896667,-75.04254722,1,0,1
10780,3,7,8,0,1,1,37.62294444,-92.43177778,1,0,1
10781,7,6,12,0,1,1,36.48598333,-119.22020556,1,0,1
10782,4,4,13,0,1,1,35.83910556,-110.30724444,1,0,1
10783,9,3,18,0,1,1,34.69485,-82.18254444,1,1,1
10784,12,1,19,0,2,1,29.48578056,-97.71118889,2,1,1
10785,5,3,13,0,1,1,33.13365556,-105.65191389,2,0,1
10786,8,1,5,0,3,2,25.72848333,-80.31864722,2,1,1
10787,6,4,16,0,1,1,35.9956,-96.3587,10,0,1
10788,5,6,12,0,1,1,38.05735278,-84.17879167,10,0,1
10789,3,7,22,0,2,1,31.44807222,-84.26345833,10,1,1
10790,12,4,6,0,2,1,42.54624444,-122.81021389,10,0,1
10791,11,3,14,0,1,1,38.54188889,-82.85834444,10,0,1
10792,7,5,4,0,2,1,37.70618611,-84.75976667,5,1,3
10793,1,7,22,0,2,1,36.95444444,-79.40972222,98,1,1
10794,9,5,22,0,2,1,40.03998333,-76.1231,2,0,1
10795,2,1,4,0,3,1,33.08191944,-79.99730833,2,1,1
10796,4,7,7,0,1,2,37.54148611,-113.68167222,2,0,1
10797,6,7,16,0,1,1,31.02671389,-92.00213611,2,0,1
10798,9,2,4,0,2,1,36.23330833,-93.84282222,2,1,1
10799,12,2,18,0,3,2,34.24950833,-92.07580278,2,1,1
10800,1,5,21,0,2,2,34.68856667,-82.48117222,2,0,1
10801,8,3,12,0,1,1,41.27920278,-91.71934444,99,0,1
10802,5,5,12,0,1,2,40.72576389,-112.03461667,10,0,1
10803,5,5,9,0,1,2,37.47635833,-120.85483611,10,0,1
10804,3,2,16,0,1,1,37.17924722,-120.49187222,10,0,1
10805,3,3,5,0,3,1,25.86777778,-80.38805556,10,0,1
10806,2,4,6,0,4,2,41.53355556,-87.24010278,10,1,1
10807,8,4,12,0,1,1,48.81116389,-113.18960833,10,1,1
10808,7,1,3,0,2,1,38.10321667,-84.45816389,10,1,1
10809,2,3,14,0,1,1,38.19098889,-86.12321111,10,0,1
10810,5,5,17,0,1,1,39.55058611,-83.11105833,10,0,1
10811,5,2,15,0,1,1,38.08326111,-84.28850556,10,0,1
10812,6,7,17,0,1,1,31.90812222,-89.47118056,10,1,3
10813,10,4,0,0,2,1,48.10421111,-105.66871389,10,1,1
10814,4,5,3,0,2,1,36.86769444,-94.59861111,10,0,1
10815,9,4,1,0,2,2,29.91533611,-81.33638611,10,0,1
10816,11,3,15,0,1,1,30.07858056,-99.97366111,10,0,1
10817,3,1,4,0,2,1,34.88528056,-79.71878611,10,1,1
10818,10,6,15,0,1,2,35.9063,-97.337,1,0,1
10819,9,7,0,0,2,1,31.14183611,-85.33281389,1,1,1
10820,6,4,21,0,2,1,32.65453889,-116.80623889,1,1,1
10821,1,4,9,0,1,1,39.37508333,-94.29066667,1,0,1
10822,3,6,15,0,1,1,37.94469444,-120.84097778,1,0,1
10823,12,5,16,0,1,1,35.17136111,-119.51473889,1,0,1
10824,3,7,7,0,1,1,36.18951944,-120.83656389,1,0,1
10825,12,4,0,0,2,1,35.153125,-118.99828333,1,0,1
10826,9,5,4,0,2,1,33.873825,-118.20895278,1,0,1
10827,7,4,14,0,1,1,36.14884722,-119.07408333,1,0,1
10828,9,3,9,0,1,1,37.86276111,-86.01711389,1,0,1
10829,7,2,7,0,1,1,37.13308889,-77.01993056,98,0,1
10830,10,6,11,0,1,1,40.59216667,-103.05312778,98,1,1
10831,10,7,18,0,3,2,37.82035833,-121.21493056,1,0,1
10832,6,5,13,0,1,1,38.25278333,-83.92129167,1,0,1
10833,11,6,8,0,1,2,36.68351111,-119.78568889,1,0,1
10834,5,1,7,0,1,1,38.10608333,-84.2637,1,0,1
10835,9,4,3,0,2,1,38.24438333,-84.72211389,1,1,1
10836,6,6,20,0,1,1,36.29598889,-83.13481944,1,0,1
10837,10,4,16,0,1,1,38.11097222,-92.95091667,2,0,1
10838,7,4,10,0,1,1,33.06111667,-91.28501944,10,0,1
10839,10,6,13,0,1,1,33.17366389,-95.93781111,1,0,1
10840,9,6,18,0,1,1,35.83015,-78.3745,1,1,1
10841,11,5,15,0,1,1,36.19452778,-78.017325,1,0,1
10842,6,5,14,0,1,1,35.48428611,-81.18208611,1,1,1
10843,10,2,17,0,1,1,35.94988333,-79.45054167,1,1,1
10844,12,7,14,0,1,1,35.35561111,-76.957075,1,1,1
10845,3,2,14,0,1,1,35.68845278,-82.90227778,1,0,1
10846,10,4,17,0,1,1,35.516775,-77.143225,1,0,1
10847,7,1,15,0,1,1,34.734625,-78.00829722,1,0,1
10848,7,1,16,0,1,1,35.77415,-77.99394167,1,1,2
10849,8,3,8,0,1,1,32.469475,-97.38441944,1,0,1
10850,4,2,13,0,1,1,31.55723333,-97.81446111,1,0,2
10851,3,3,11,0,1,1,35.51038056,-82.71726111,1,0,1
10852,11,3,5,0,2,1,32.96224444,-96.10878611,1,0,1
10853,3,3,19,0,1,2,32.71474167,-83.64819167,1,0,1
10854,9,5,8,0,1,2,28.82778333,-81.99288889,1,0,1
10855,5,7,7,0,1,2,29.65915556,-90.76946667,1,0,1
10856,11,5,3,0,2,2,30.37161944,-91.15943333,1,1,1
10857,2,1,3,0,2,2,40.21711667,-75.14799444,1,1,1
10858,8,7,23,0,2,2,30.30221111,-90.92194444,1,0,1
10859,11,6,21,0,2,1,36.323225,-76.96110556,1,0,1
10860,4,2,0,0,2,1,35.42349167,-80.56799167,1,1,1
10861,11,6,4,0,2,1,35.24694444,-80.30366944,1,0,1
10862,7,6,23,0,2,1,34.97182222,-78.347725,1,0,1
10863,1,4,22,0,2,1,35.421825,-80.74326111,1,0,1
10864,9,5,2,0,2,1,34.27588056,-77.86288889,1,1,1
10865,12,7,2,0,2,1,35.80018333,-77.68640556,1,1,1
10866,11,5,19,0,2,1,35.53918333,-78.28203056,1,1,1
10867,2,7,1,0,2,1,35.83619722,-77.23817222,1,1,1
10868,2,1,4,0,2,1,31.40975278,-94.02901111,1,0,1
10869,11,6,21,0,2,2,29.51180556,-95.80784722,1,1,1
10870,3,4,17,0,1,1,34.087275,-87.59655,1,0,1
